ï»¿name,team,battingStyle,Total_Runs,total_balls_faced,Batting_Avg,BattingPosition,Average_Balls_Faced,Total_Innings _Dismissed,Total_Innings_Batted,Boundary%,Strike_rate,bowlingStyle,Batting_Position,wickets,Economy,balls_ Bowled,Bowling_Strike_Rate

